id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,calculated_host_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,has_availability,availability_30,number_of_reviews,first_review,instant_bookable,reviews_per_month,review_scores_rating,review_scores_value,review_scores_checkin,review_scores_accuracy,review_scores_location,review_scores_cleanliness,review_scores_communication
27057791,unknown,unknown,0%-69%,f,1,f,Dublin City,Private room in rental unit,Private room,2,1 private bath,1,1,"[""Oven"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Backyard"", ""Hot water"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets""]",70.0,5,t,0,18,1545,f,0.36,4.53,4.71,4.41,4.59,4.82,4.76,4.59
27059337,unknown,unknown,unknown,f,1,f,Dublin City,Private room in home,Private room,2,1 shared bath,1,1,"[""Essentials"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Heating"", ""Washer"", ""Kitchen"", ""Breakfast""]",86.0,1,t,0,14,1544,f,0.28,4.93,4.79,4.93,4.93,4.57,5.0,5.0
27074481,unknown,unknown,unknown,f,1,t,Dublin City,Entire home,Entire home/apt,5,1 bath,2,4,"[""Children\u2019s books and toys"", ""Essentials"", ""TV"", ""Private entrance"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""High chair"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""Free street parking"", ""Shampoo"", ""Hot water""]",115.0,2,t,0,3,1553,f,0.06,4.67,4.0,5.0,5.0,4.33,4.67,5.0
27080279,unknown,unknown,unknown,f,1,f,Dublin City,Entire townhouse,Entire home/apt,4,1 bath,2,2,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Private entrance"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Free parking on premises""]",180.0,3,t,0,1,1553,t,0.02,5.0,4.0,5.0,5.0,5.0,5.0,5.0
27080487,unknown,unknown,unknown,f,1,f,Dublin City,Entire rental unit,Entire home/apt,>5,2 baths,3,3,"[""Essentials"", ""TV"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Kitchen"", ""Elevator"", ""Shampoo""]",110.0,2,t,0,8,1562,f,0.16,4.0,4.33,4.83,4.5,4.5,3.67,4.83
27099983,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,3,2 baths,2,2,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Smoke alarm"", ""Heating"", ""Washer"", ""Kitchen"", ""Elevator"", ""Host greets you""]",200.0,1,t,0,4,1556,f,0.08,5.0,5.0,5.0,5.0,5.0,4.5,5.0
27102063,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,"[""Essentials"", ""TV"", ""Private entrance"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dishes and silverware"", ""Free street parking"", ""Crib""]",62.0,2,t,0,72,1565,t,1.44,4.6,4.58,4.78,4.73,4.78,4.64,4.75
27105451,unknown,unknown,unknown,f,1,f,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Washer"", ""Kitchen"", ""Elevator"", ""Shampoo""]",85.0,3,t,0,5,1560,f,0.1,4.8,4.8,5.0,4.8,4.8,5.0,4.8
27110638,unknown,unknown,unknown,f,1,f,Dublin City,Private room in home,Private room,1,1 shared bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove"", ""Extra pillows and blankets""]",30.0,7-33,t,0,1,1553,t,0.02,5.0,5.0,5.0,5.0,5.0,4.0,5.0
27110789,unknown,unknown,unknown,f,1,t,Dublin City,Entire home,Entire home/apt,>5,1 bath,3,4,"[""TV with standard cable"", ""Essentials"", ""Fire extinguisher"", ""Cable TV"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Free street parking"", ""Shampoo"", ""Free parking on premises""]",200.0,2,t,0,8,1259,f,0.2,4.75,4.38,5.0,5.0,4.88,4.63,5.0
27123432,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Essentials"", ""Oven"", ""Refrigerator"", ""Dryer"", ""Hangers"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Microwave"", ""Host greets you"", ""Paid parking off premises"", ""Hot water""]",90.0,2,t,0,9,1561,f,0.18,4.56,4.67,4.78,4.56,5.0,4.33,5.0
27123796,within an hour,98%-100%,97%-100%,f,2-4,t,Fingal,Private room in home,Private room,2,1.5 shared baths,1,1,"[""Oven"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Heating"", ""Washer"", ""First aid kit"", ""Dedicated workspace"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""TV"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Shared hot tub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Refrigerator"", ""Lockbox"", ""Wifi"", ""Smoke alarm""]",62.0,1,t,0,268,1567,f,5.34,4.78,4.78,4.89,4.87,4.6,4.84,4.87
27135294,unknown,unknown,unknown,f,1,t,Dublin City,Private room in home,Private room,2,1 private bath,1,1,"[""Essentials"", ""Fire extinguisher"", ""Bed linens"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Smart lock"", ""Luggage dropoff allowed""]",90.0,2,t,0,5,1560,f,0.1,4.8,4.6,5.0,4.8,4.2,4.8,5.0
27159482,a few days or more,0%-69%,0%-69%,f,1,f,South Dublin,Private room in rental unit,Private room,2,2 shared baths,1,1,"[""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Dryer"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Iron"", ""Free washer \u2013 In unit"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dishes and silverware"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Free parking on premises""]",69.0,2,t,0,3,1335,f,0.07,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27160796,unknown,unknown,unknown,f,1,t,Dublin City,Private room in condo,Private room,2,1 private bath,1,1,"[""Essentials"", ""TV"", ""Dryer"", ""Bed linens"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Elevator"", ""Host greets you"", ""Shampoo"", ""Extra pillows and blankets"", ""Hot water"", ""Free parking on premises"", ""Luggage dropoff allowed""]",55.0,2,t,0,11,1560,t,0.22,4.82,4.82,5.0,4.82,4.64,4.91,5.0
27162955,unknown,unknown,unknown,f,1,f,Dublin City,Entire rental unit,Entire home/apt,4,2 baths,2,2,"[""Essentials"", ""Oven"", ""Refrigerator"", ""Private entrance"", ""Hangers"", ""Hair dryer"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Microwave"", ""Elevator"", ""Shampoo"", ""Patio or balcony"", ""Hot water"", ""Free parking on premises""]",100.0,5,t,0,1,1529,f,0.02,5.0,5.0,5.0,5.0,5.0,4.0,5.0
27165074,unknown,unknown,unknown,f,2-4,t,Dublin City,Private room in condo,Private room,2,1 shared bath,1,1,"[""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Paid parking off premises""]",35.0,3,t,0,7,1556,f,0.14,4.86,4.86,4.86,5.0,4.86,4.71,4.57
27167045,unknown,unknown,unknown,f,1,f,Dublin City,Private room in rental unit,Private room,1,1 bath,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Washer"", ""Kitchen"", ""Elevator"", ""Shampoo""]",72.0,2,t,0,1,1538,f,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27180433,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,4,1 bath,2,2,"[""Oven"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove""]",105.0,2,t,0,26,1557,f,0.52,4.62,4.46,4.38,4.77,4.65,4.81,4.65
27192227,unknown,unknown,unknown,f,2-4,t,Dublin City,Private room in rental unit,Private room,2,2 shared baths,1,1,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Free parking on premises"", ""TV"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises""]",66.0,1,t,0,165,1563,f,3.29,4.4,4.46,4.92,4.79,4.71,4.24,4.95
27201077,unknown,unknown,unknown,f,1,f,Dublin City,Entire home,Entire home/apt,4,2 baths,unknown,3,"[""Essentials"", ""TV"", ""Dryer"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Heating"", ""Washer"", ""Kitchen""]",100.0,3,t,0,2,1551,t,0.04,4.5,5.0,5.0,5.0,5.0,4.5,5.0
27212941,within a few hours,98%-100%,70%-79%,f,1,t,Dublin City,Entire cottage,Entire home/apt,4,2.5 baths,2,3,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises""]",200.0,7-33,t,4,106,1530,f,2.16,4.58,4.52,4.81,4.77,4.83,4.75,4.59
27213510,unknown,unknown,unknown,f,1,t,Dublin City,Entire townhouse,Entire home/apt,5,1 bath,3,3,"[""Essentials"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Hot water"", ""Free parking on premises""]",150.0,2,t,0,3,1553,f,0.06,4.0,3.67,5.0,4.0,4.33,4.0,4.33
27214717,unknown,unknown,unknown,f,1,t,Dn Laoghaire-Rathdown,Private room in rental unit,Private room,2,1 private bath,1,1,"[""Oven"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Security cameras on property"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Backyard"", ""Hot water"", ""Iron"", ""Cable TV"", ""Shampoo"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm""]",45.0,5,t,0,4,1357,f,0.09,4.75,4.5,5.0,4.5,4.5,4.5,4.5
27216209,within a day,80%-89%,80%-89%,f,2-4,f,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Keypad"", ""Stove"", ""Paid parking off premises""]",700.0,7-33,t,11,79,1546,f,1.59,4.43,4.21,4.94,4.58,4.71,4.84,4.55
27216379,within a day,80%-89%,80%-89%,f,2-4,f,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Keypad"", ""Stove"", ""Paid parking off premises""]",700.0,7-33,t,0,66,1528,f,1.35,4.55,4.41,4.89,4.71,4.8,4.67,4.68
27216719,within a day,80%-89%,80%-89%,f,2-4,f,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Keypad"", ""Stove"", ""Paid parking off premises""]",700.0,7-33,t,0,59,1553,f,1.19,4.56,4.14,4.88,4.68,4.75,4.81,4.68
27217054,within a day,80%-89%,80%-89%,f,2-4,f,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Keypad"", ""Stove"", ""Paid parking off premises""]",700.0,7-33,t,0,67,1549,f,1.35,4.63,4.43,4.7,4.84,4.76,4.79,4.7
27218125,within a day,80%-89%,80%-89%,f,2-4,f,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Keypad"", ""Stove"", ""Paid parking off premises""]",700.0,7-33,t,0,72,1548,f,1.45,4.39,4.24,4.88,4.74,4.78,4.76,4.75
27226017,unknown,unknown,unknown,f,1,f,Dn Laoghaire-Rathdown,others,Entire home/apt,2,1 bath,1,1,"[""TV with standard cable"", ""Essentials"", ""Dryer"", ""Cable TV"", ""Hangers"", ""Indoor fireplace"", ""Wifi"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Free parking on premises""]",90.0,2,t,0,1,1565,t,0.02,0.0,,,,,,
27250770,within an hour,98%-100%,0%-69%,f,1,t,Dublin City,Entire home,Entire home/apt,2,1 bath,2,2,"[""Oven"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""BBQ grill"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area"", ""Stove"", ""Extra pillows and blankets""]",200.0,1,t,0,7,1553,f,0.14,4.57,4.43,4.43,4.57,4.71,4.29,4.43
27252536,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,4,1 bath,2,2,"[""Essentials"", ""TV"", ""Private entrance"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Shampoo"", ""Hot water""]",190.0,1,t,0,2,1344,t,0.05,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27258983,unknown,unknown,unknown,f,1,t,Dublin City,Private room in rental unit,Private room,2,1 shared bath,1,1,"[""Essentials"", ""Bed linens"", ""Hangers"", ""Wifi"", ""Heating"", ""Smoke alarm"", ""Elevator"", ""Shampoo""]",70.0,2,t,0,17,1557,t,0.34,4.44,4.5,4.69,4.63,4.75,4.13,4.69
27273680,unknown,unknown,unknown,f,1,f,Dn Laoghaire-Rathdown,others,Private room,2,2 baths,2,2,"[""TV"", ""Fire extinguisher"", ""Dryer"", ""Lock on bedroom door"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""Kitchen""]",40.0,5,t,0,1,1558,t,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27275530,unknown,unknown,unknown,f,1,t,Dublin City,Private room in condo,Private room,2,1 shared bath,1,1,"[""Essentials"", ""Oven"", ""Fire extinguisher"", ""Bed linens"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Cooking basics"", ""Stove"", ""Elevator"", ""Microwave"", ""Host greets you"", ""Paid parking off premises"", ""Patio or balcony"", ""Hot water""]",69.0,1,t,0,40,1567,t,0.8,4.5,4.45,4.8,4.53,4.75,4.48,4.83
27281216,within an hour,98%-100%,80%-89%,f,1,t,Dublin City,Entire condo,Entire home/apt,2,1.5 baths,1,1,"[""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Clothing storage: walk-in closet, closet, dresser, and wardrobe"", ""Mini fridge"", ""Private hot tub"", ""Stainless steel oven"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Shower gel"", ""Children\u2019s books and toys"", ""TV"", ""Paid street parking off premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Electric stove"", ""Bathtub"", ""Trash compactor"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Body soap"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Wine glasses"", ""Portable fans""]",209.0,1,t,5,9,102,f,6.59,4.33,4.22,4.33,4.33,4.44,4.22,4.33
27281604,unknown,unknown,unknown,f,1,t,Dublin City,Entire home,Entire home/apt,4,1 bath,2,2,"[""Oven"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""TV"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove"", ""Baby bath""]",140.0,2,t,0,23,1545,f,0.46,4.91,4.77,4.77,5.0,5.0,4.95,5.0
27304177,within an hour,98%-100%,90%-96%,t,1,t,Fingal,Entire guesthouse,Entire home/apt,3,1 bath,1,2,"[""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Private fenced garden or backyard"", ""TV with standard cable"", ""Mini fridge"", ""Ethernet connection"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Private patio or balcony"", ""Smoke alarm"", ""Outdoor dining area"", ""Wine glasses"", ""Extra pillows and blankets""]",129.0,2,t,3,104,1548,t,2.1,4.93,4.85,4.98,4.98,4.94,4.97,4.88
27308148,within a few hours,80%-89%,0%-69%,f,1,f,Dn Laoghaire-Rathdown,Private room in home,Private room,1,1 shared bath,1,1,"[""Fire extinguisher"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Clothing storage"", ""Central heating"", ""Dishes and silverware"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""TV"", ""Lock on bedroom door"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Essentials"", ""Body soap"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Extra pillows and blankets""]",63.0,2,t,3,60,1546,f,1.21,4.52,4.45,4.68,4.63,4.67,4.6,4.77
27332008,within an hour,98%-100%,97%-100%,t,10-29,t,South Dublin,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Crib"", ""Lake access"", ""Patio or balcony"", ""Gym"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Free parking on premises"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""BBQ grill"", ""EV charger"", ""Bed linens"", ""Wifi"", ""Smoke alarm""]",122.0,2,t,0,30,1287,t,0.73,4.93,4.83,5.0,5.0,4.93,4.9,4.97
27332558,within an hour,98%-100%,97%-100%,t,10-29,t,South Dublin,others,Hotel room,2,1 bath,unknown,1,"[""Oven"", ""Fire extinguisher"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Microwave"", ""Crib"", ""Patio or balcony"", ""Gym"", ""Lake access"", ""Dishes and silverware"", ""Backyard"", ""Free parking on premises"", ""Dishwasher"", ""Luggage dropoff allowed"", ""EV charger"", ""BBQ grill"", ""Refrigerator"", ""Smoke alarm"", ""Waterfront"", ""Stove"", ""Baby bath""]",93.0,2,t,0,6,1330,t,0.14,5.0,4.67,5.0,5.0,4.83,5.0,4.83
27347596,unknown,unknown,unknown,f,2-4,t,Dublin City,Private room in rental unit,Private room,2,2 shared baths,1,1,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""TV"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises""]",63.0,1,t,0,148,1557,f,2.97,4.28,4.36,4.95,4.64,4.69,4.14,4.96
27351547,within a day,98%-100%,0%-69%,f,1,f,Fingal,Private room in home,Private room,2,1 shared bath,1,1,"[""TV with standard cable"", ""Essentials"", ""Coffee maker"", ""Fire extinguisher"", ""Cable TV"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Shampoo"", ""Free parking on premises""]",60.0,7-33,t,0,8,1539,f,0.16,3.38,3.38,4.25,3.5,4.25,4.13,4.0
27352359,unknown,unknown,unknown,f,1,t,Dublin City,Private room in home,Private room,2,1.5 shared baths,1,1,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""TV with standard cable"", ""Washer"", ""Dishes and silverware"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Paid parking on premises""]",88.0,2,t,0,10,1556,t,0.2,4.38,4.25,4.38,4.25,4.88,4.88,4.5
